"Date Time","Date Time(RAW)","Percent Available Memory","Percent Available Memory(RAW)","Available Memory","Available Memory(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12/30/2023 8:30:00 PM - 9:30:00 PM","45290.6666666667","59 %","59.0000","4,836 MB","5070996138.6667","0 %","0.0000","100 %","0000010000"
"12/30/2023 9:30:00 PM - 10:30:00 PM","45290.7083333333","59 %","58.8333","4,831 MB","5065700010.6667","0 %","0.0000","100 %","0000010000"
"12/30/2023 10:30:00 PM - 11:30:00 PM","45290.7500000000","59 %","58.8333","4,814 MB","5048236032.0000","0 %","0.0000","100 %","0000010000"
"12/30/2023 11:30:00 PM - 12:30:00 AM","45290.7916666667","59 %","59.0000","4,842 MB","5077120341.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 12:30:00 AM - 1:30:00 AM","45290.8333333333","59 %","59.0000","4,843 MB","5077918378.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 1:30:00 AM - 2:30:00 AM","45290.8750000000","59 %","59.0000","4,840 MB","5075126272.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 2:30:00 AM - 3:30:00 AM","45290.9166666667","59 %","59.0000","4,827 MB","5061125461.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 3:30:00 AM - 4:30:00 AM","45290.9583333333","59 %","59.0000","4,809 MB","5042453162.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 4:30:00 AM - 5:30:00 AM","45291.0000000000","59 %","59.0000","4,812 MB","5046256981.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 5:30:00 AM - 6:30:00 AM","45291.0416666667","59 %","59.0000","4,816 MB","5049436160.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 6:30:00 AM - 7:30:00 AM","45291.0833333333","59 %","59.0000","4,813 MB","5046713685.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 7:30:00 AM - 8:30:00 AM","45291.1250000000","59 %","58.6667","4,807 MB","5040724650.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 8:30:00 AM - 9:30:00 AM","45291.1666666667","59 %","58.8333","4,805 MB","5038178986.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 9:30:00 AM - 10:30:00 AM","45291.2083333333","59 %","58.6667","4,803 MB","5036188330.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 10:30:00 AM - 11:30:00 AM","45291.2500000000","59 %","58.6667","4,800 MB","5033646762.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 11:30:00 AM - 12:30:00 PM","45291.2916666667","59 %","58.8333","4,802 MB","5035144533.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 12:30:00 PM - 1:30:00 PM","45291.3333333333","59 %","58.6667","4,802 MB","5035316565.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 1:30:00 PM - 2:30:00 PM","45291.3750000000","59 %","58.6667","4,802 MB","5035567786.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 2:30:00 PM - 3:30:00 PM","45291.4166666667","59 %","58.6667","4,797 MB","5030120789.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 3:30:00 PM - 4:30:00 PM","45291.4583333333","59 %","59.0000","4,804 MB","5037432832.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 4:30:00 PM - 5:30:00 PM","45291.5000000000","59 %","59.0000","4,812 MB","5046112938.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 5:30:00 PM - 6:30:00 PM","45291.5416666667","59 %","58.8333","4,808 MB","5041477632.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 6:30:00 PM - 7:30:00 PM","45291.5833333333","59 %","58.6667","4,803 MB","5036337834.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 7:30:00 PM - 8:30:00 PM","45291.6250000000","58 %","58.5000","4,797 MB","5029990400.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 8:30:00 PM - 9:30:00 PM","45291.6666666667","59 %","59.0000","4,813 MB","5047305557.3333","0 %","0.0000","100 %","0000010000"
"12/31/2023 9:30:00 PM - 10:30:00 PM","45291.7083333333","59 %","58.6667","4,807 MB","5040316416.0000","0 %","0.0000","100 %","0000010000"
"12/31/2023 10:30:00 PM - 11:30:00 PM","45291.7500000000","59 %","58.8333","4,813 MB","5046756010.6667","0 %","0.0000","100 %","0000010000"
"12/31/2023 11:30:00 PM - 12:30:00 AM","45291.7916666667","59 %","58.8333","4,812 MB","5046103381.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 12:30:00 AM - 1:30:00 AM","45291.8333333333","59 %","59.0000","4,819 MB","5053162837.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 1:30:00 AM - 2:30:00 AM","45291.8750000000","59 %","59.0000","4,821 MB","5054869504.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 2:30:00 AM - 3:30:00 AM","45291.9166666667","59 %","58.8333","4,808 MB","5041552042.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 3:30:00 AM - 4:30:00 AM","45291.9583333333","58 %","58.5000","4,798 MB","5031520938.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 4:30:00 AM - 5:30:00 AM","45292.0000000000","59 %","59.0000","4,813 MB","5046708224.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 5:30:00 AM - 6:30:00 AM","45292.0416666667","59 %","59.0000","4,819 MB","5053173077.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 6:30:00 AM - 7:30:00 AM","45292.0833333333","59 %","59.0000","4,820 MB","5054398464.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 7:30:00 AM - 8:30:00 AM","45292.1250000000","59 %","59.0000","4,836 MB","5071100586.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 8:30:00 AM - 9:30:00 AM","45292.1666666667","59 %","59.0000","4,839 MB","5074497536.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 9:30:00 AM - 10:30:00 AM","45292.2083333333","59 %","59.0000","4,828 MB","5062607530.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 10:30:00 AM - 11:30:00 AM","45292.2500000000","59 %","59.0000","4,825 MB","5059524608.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 11:30:00 AM - 12:30:00 PM","45292.2916666667","59 %","59.0000","4,833 MB","5067594410.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 12:30:00 PM - 1:30:00 PM","45292.3333333333","59 %","59.0000","4,828 MB","5062708565.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 1:30:00 PM - 2:30:00 PM","45292.3750000000","59 %","59.0000","4,820 MB","5054056448.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 2:30:00 PM - 3:30:00 PM","45292.4166666667","59 %","58.8333","4,811 MB","5044545536.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 3:30:00 PM - 4:30:00 PM","45292.4583333333","59 %","59.0000","4,823 MB","5057639082.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 4:30:00 PM - 5:30:00 PM","45292.5000000000","59 %","59.0000","4,828 MB","5062462805.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 5:30:00 PM - 6:30:00 PM","45292.5416666667","59 %","59.0000","4,819 MB","5053324629.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 6:30:00 PM - 7:30:00 PM","45292.5833333333","59 %","59.0000","4,818 MB","5052448085.3333","0 %","0.0000","100 %","0000010000"
"1/1/2024 7:30:00 PM - 8:30:00 PM","45292.6250000000","59 %","59.0000","4,811 MB","5044642474.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 8:30:00 PM - 9:30:00 PM","45292.6666666667","59 %","58.8333","4,819 MB","5053385386.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 9:30:00 PM - 10:30:00 PM","45292.7083333333","59 %","58.8333","4,807 MB","5040281600.0000","0 %","0.0000","100 %","0000010000"
"1/1/2024 10:30:00 PM - 11:30:00 PM","45292.7500000000","59 %","58.8333","4,812 MB","5045815978.6667","0 %","0.0000","100 %","0000010000"
"1/1/2024 11:30:00 PM - 12:30:00 AM","45292.7916666667","59 %","58.8333","4,804 MB","5037068970.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 12:30:00 AM - 1:30:00 AM","45292.8333333333","59 %","59.0000","4,821 MB","5055264085.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 1:30:00 AM - 2:30:00 AM","45292.8750000000","59 %","59.0000","4,823 MB","5057263616.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 2:30:00 AM - 3:30:00 AM","45292.9166666667","59 %","59.0000","4,817 MB","5050964650.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 3:30:00 AM - 4:30:00 AM","45292.9583333333","59 %","58.6667","4,802 MB","5034952021.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 4:30:00 AM - 5:30:00 AM","45293.0000000000","59 %","59.0000","4,822 MB","5056631466.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 5:30:00 AM - 6:30:00 AM","45293.0416666667","59 %","59.0000","4,819 MB","5052782182.4000","0 %","0.0000","100 %","0000010000"
"1/2/2024 6:30:00 AM - 7:30:00 AM","45293.0833333333","59 %","59.0000","4,813 MB","5047102122.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 7:30:00 AM - 8:30:00 AM","45293.1250000000","59 %","59.0000","4,825 MB","5059802453.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 8:30:00 AM - 9:30:00 AM","45293.1666666667","59 %","59.0000","4,822 MB","5056486741.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 9:30:00 AM - 10:30:00 AM","45293.2083333333","59 %","59.0000","4,824 MB","5058254848.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 10:30:00 AM - 11:30:00 AM","45293.2500000000","59 %","59.0000","4,814 MB","5048250368.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 11:30:00 AM - 12:30:00 PM","45293.2916666667","59 %","58.6667","4,806 MB","5039916373.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 12:30:00 PM - 1:30:00 PM","45293.3333333333","58 %","58.5000","4,791 MB","5023898282.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 1:30:00 PM - 2:30:00 PM","45293.3750000000","59 %","58.6667","4,804 MB","5037679957.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 2:30:00 PM - 3:30:00 PM","45293.4166666667","58 %","58.1667","4,770 MB","5001569621.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 3:30:00 PM - 4:30:00 PM","45293.4583333333","58 %","58.1667","4,779 MB","5010874368.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 4:30:00 PM - 5:30:00 PM","45293.5000000000","59 %","58.6667","4,801 MB","5033873408.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 5:30:00 PM - 6:30:00 PM","45293.5416666667","58 %","58.5000","4,802 MB","5035509760.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 6:30:00 PM - 7:30:00 PM","45293.5833333333","59 %","59.1667","4,833 MB","5067982165.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 7:30:00 PM - 8:30:00 PM","45293.6250000000","59 %","59.1667","4,848 MB","5083359914.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 8:30:00 PM - 9:30:00 PM","45293.6666666667","59 %","59.1667","4,850 MB","5086057813.3333","0 %","0.0000","100 %","0000010000"
"1/2/2024 9:30:00 PM - 10:30:00 PM","45293.7083333333","59 %","59.0000","4,863 MB","5099143168.0000","0 %","0.0000","100 %","0000010000"
"1/2/2024 10:30:00 PM - 11:30:00 PM","45293.7500000000","59 %","59.3333","4,863 MB","5099066026.6667","0 %","0.0000","100 %","0000010000"
"1/2/2024 11:30:00 PM - 12:30:00 AM","45293.7916666667","59 %","59.3333","4,845 MB","5080369152.0000","0 %","0.0000","100 %","0000010000"
"1/3/2024 12:30:00 AM - 1:30:00 AM","45293.8333333333","59 %","59.0000","4,859 MB","5095100416.0000","0 %","0.0000","100 %","0000010000"
"1/3/2024 1:30:00 AM - 2:30:00 AM","45293.8750000000","59 %","59.0000","4,859 MB","5094992554.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 2:30:00 AM - 3:30:00 AM","45293.9166666667","59 %","59.0000","4,844 MB","5078879573.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 3:30:00 AM - 4:30:00 AM","45293.9583333333","59 %","59.0000","4,837 MB","5072296618.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 4:30:00 AM - 5:30:00 AM","45294.0000000000","59 %","59.0000","4,844 MB","5079229781.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 5:30:00 AM - 6:30:00 AM","45294.0416666667","59 %","59.0000","4,841 MB","5076331861.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 6:30:00 AM - 7:30:00 AM","45294.0833333333","59 %","59.0000","4,838 MB","5073177258.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 7:30:00 AM - 8:30:00 AM","45294.1250000000","59 %","59.0000","4,831 MB","5065797632.0000","0 %","0.0000","100 %","0000010000"
"1/3/2024 8:30:00 AM - 9:30:00 AM","45294.1666666667","59 %","59.0000","4,837 MB","5071484245.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 9:30:00 AM - 10:30:00 AM","45294.2083333333","59 %","59.0000","4,832 MB","5066504874.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 10:30:00 AM - 11:30:00 AM","45294.2500000000","59 %","59.0000","4,831 MB","5065434453.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 11:30:00 AM - 12:30:00 PM","45294.2916666667","59 %","58.6667","4,795 MB","5027913045.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 12:30:00 PM - 1:30:00 PM","45294.3333333333","58 %","58.0000","4,774 MB","5005921621.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 1:30:00 PM - 2:30:00 PM","45294.3750000000","58 %","58.1667","4,787 MB","5019370837.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 2:30:00 PM - 3:30:00 PM","45294.4166666667","58 %","58.5000","4,791 MB","5023313920.0000","0 %","0.0000","100 %","0000010000"
"1/3/2024 3:30:00 PM - 4:30:00 PM","45294.4583333333","58 %","58.3333","4,779 MB","5011621205.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 4:30:00 PM - 5:30:00 PM","45294.5000000000","59 %","58.6667","4,797 MB","5030408874.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 5:30:00 PM - 6:30:00 PM","45294.5416666667","58 %","58.0000","4,763 MB","4994114901.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 6:30:00 PM - 7:30:00 PM","45294.5833333333","59 %","58.8333","4,805 MB","5038289578.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 7:30:00 PM - 8:30:00 PM","45294.6250000000","59 %","59.0000","4,807 MB","5040321194.6667","0 %","0.0000","100 %","0000010000"
"1/3/2024 8:30:00 PM - 9:30:00 PM","45294.6666666667","59 %","59.0000","4,819 MB","5052568917.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 9:30:00 PM - 10:30:00 PM","45294.7083333333","59 %","59.0000","4,812 MB","5046191445.3333","0 %","0.0000","100 %","0000010000"
"1/3/2024 10:30:00 PM - 11:30:00 PM","45294.7500000000","59 %","58.8333","4,810 MB","5043208192.0000","0 %","0.0000","100 %","0000010000"
"1/3/2024 11:30:00 PM - 12:30:00 AM","45294.7916666667","59 %","59.0000","4,819 MB","5052575061.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 12:30:00 AM - 1:30:00 AM","45294.8333333333","59 %","59.0000","4,827 MB","5060979370.6667","0 %","0.0000","100 %","0000010000"
"1/4/2024 1:30:00 AM - 2:30:00 AM","45294.8750000000","59 %","58.8333","4,805 MB","5038516906.6667","0 %","0.0000","100 %","0000010000"
"1/4/2024 2:30:00 AM - 3:30:00 AM","45294.9166666667","59 %","58.6667","4,803 MB","5036287317.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 3:30:00 AM - 4:30:00 AM","45294.9583333333","58 %","58.3333","4,792 MB","5024260778.6667","0 %","0.0000","100 %","0000010000"
"1/4/2024 4:30:00 AM - 5:30:00 AM","45295.0000000000","59 %","58.6667","4,798 MB","5030985045.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 5:30:00 AM - 6:30:00 AM","45295.0416666667","59 %","58.8333","4,803 MB","5035941205.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 6:30:00 AM - 7:30:00 AM","45295.0833333333","58 %","58.1667","4,791 MB","5023841621.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 7:30:00 AM - 8:30:00 AM","45295.1250000000","58 %","58.3333","4,788 MB","5020178432.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 8:30:00 AM - 9:30:00 AM","45295.1666666667","58 %","58.3333","4,788 MB","5021095253.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 9:30:00 AM - 10:30:00 AM","45295.2083333333","58 %","58.5000","4,787 MB","5019802282.6667","0 %","0.0000","100 %","0000010000"
"1/4/2024 10:30:00 AM - 11:30:00 AM","45295.2500000000","58 %","58.0000","4,769 MB","5000335360.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 11:30:00 AM - 12:30:00 PM","45295.2916666667","58 %","57.8333","4,733 MB","4962534741.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 12:30:00 PM - 1:30:00 PM","45295.3333333333","58 %","58.0000","4,737 MB","4967221248.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 1:30:00 PM - 2:30:00 PM","45295.3750000000","58 %","58.1667","4,781 MB","5012781056.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 2:30:00 PM - 3:30:00 PM","45295.4166666667","58 %","58.0000","4,753 MB","4983420928.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 3:30:00 PM - 4:30:00 PM","45295.4583333333","58 %","58.0000","4,753 MB","4984342528.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 4:30:00 PM - 5:30:00 PM","45295.5000000000","58 %","58.0000","4,754 MB","4985348778.6667","0 %","0.0000","100 %","0000010000"
"1/4/2024 5:30:00 PM - 6:30:00 PM","45295.5416666667","58 %","58.0000","4,740 MB","4970249557.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 6:30:00 PM - 7:30:00 PM","45295.5833333333","58 %","58.0000","4,744 MB","4974487552.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 7:30:00 PM - 8:30:00 PM","45295.6250000000","58 %","58.0000","4,746 MB","4976579925.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 8:30:00 PM - 9:30:00 PM","45295.6666666667","58 %","58.1667","4,776 MB","5008332800.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 9:30:00 PM - 10:30:00 PM","45295.7083333333","58 %","58.5000","4,796 MB","5029471573.3333","0 %","0.0000","100 %","0000010000"
"1/4/2024 10:30:00 PM - 11:30:00 PM","45295.7500000000","59 %","58.8333","4,808 MB","5041879040.0000","0 %","0.0000","100 %","0000010000"
"1/4/2024 11:30:00 PM - 12:30:00 AM","45295.7916666667","59 %","58.8333","4,811 MB","5044239018.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 12:30:00 AM - 1:30:00 AM","45295.8333333333","59 %","59.0000","4,826 MB","5060494677.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 1:30:00 AM - 2:30:00 AM","45295.8750000000","59 %","59.0000","4,825 MB","5059814058.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 2:30:00 AM - 3:30:00 AM","45295.9166666667","59 %","59.0000","4,813 MB","5046530730.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 3:30:00 AM - 4:30:00 AM","45295.9583333333","58 %","58.3333","4,790 MB","5022219605.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 4:30:00 AM - 5:30:00 AM","45296.0000000000","59 %","58.6667","4,801 MB","5034326016.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 5:30:00 AM - 6:30:00 AM","45296.0416666667","59 %","58.6667","4,800 MB","5032716288.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 6:30:00 AM - 7:30:00 AM","45296.0833333333","59 %","58.8333","4,797 MB","5029975381.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 7:30:00 AM - 8:30:00 AM","45296.1250000000","59 %","58.6667","4,793 MB","5026110805.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 8:30:00 AM - 9:30:00 AM","45296.1666666667","58 %","58.3333","4,781 MB","5012723029.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 9:30:00 AM - 10:30:00 AM","45296.2083333333","58 %","58.1667","4,785 MB","5017266176.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 10:30:00 AM - 11:30:00 AM","45296.2500000000","58 %","58.1667","4,750 MB","4981054805.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 11:30:00 AM - 12:30:00 PM","45296.2916666667","58 %","58.1667","4,747 MB","4977881088.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 12:30:00 PM - 1:30:00 PM","45296.3333333333","58 %","58.1667","4,760 MB","4991391744.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 1:30:00 PM - 2:30:00 PM","45296.3750000000","58 %","57.5000","4,733 MB","4963174400.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 2:30:00 PM - 3:30:00 PM","45296.4166666667","58 %","58.0000","4,742 MB","4972436138.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 3:30:00 PM - 4:30:00 PM","45296.4583333333","58 %","58.1667","4,751 MB","4981538816.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 4:30:00 PM - 5:30:00 PM","45296.5000000000","58 %","57.8333","4,749 MB","4979903146.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 5:30:00 PM - 6:30:00 PM","45296.5416666667","58 %","57.8333","4,721 MB","4950316373.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 6:30:00 PM - 7:30:00 PM","45296.5833333333","58 %","57.6667","4,737 MB","4966881962.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 7:30:00 PM - 8:30:00 PM","45296.6250000000","58 %","58.0000","4,758 MB","4989211306.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 8:30:00 PM - 9:30:00 PM","45296.6666666667","58 %","58.1667","4,776 MB","5008125269.3333","0 %","0.0000","100 %","0000010000"
"1/5/2024 9:30:00 PM - 10:30:00 PM","45296.7083333333","58 %","58.5000","4,788 MB","5020867242.6667","0 %","0.0000","100 %","0000010000"
"1/5/2024 10:30:00 PM - 11:30:00 PM","45296.7500000000","59 %","58.8333","4,795 MB","5028290560.0000","0 %","0.0000","100 %","0000010000"
"1/5/2024 11:30:00 PM - 12:30:00 AM","45296.7916666667","58 %","58.3333","4,777 MB","5009312426.6667","0 %","0.0000","100 %","0000010000"
"1/6/2024 12:30:00 AM - 1:30:00 AM","45296.8333333333","59 %","59.0000","4,806 MB","5039281493.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 1:30:00 AM - 2:30:00 AM","45296.8750000000","59 %","59.0000","4,801 MB","5033971712.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 2:30:00 AM - 3:30:00 AM","45296.9166666667","58 %","58.3333","4,788 MB","5020517717.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 3:30:00 AM - 4:30:00 AM","45296.9583333333","58 %","58.1667","4,773 MB","5004840277.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 4:30:00 AM - 5:30:00 AM","45297.0000000000","58 %","58.3333","4,787 MB","5019953834.6667","0 %","0.0000","100 %","0000010000"
"1/6/2024 5:30:00 AM - 6:30:00 AM","45297.0416666667","57 %","57.3333","4,716 MB","4945438720.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 6:30:00 AM - 7:30:00 AM","45297.0833333333","58 %","57.6667","4,735 MB","4964572501.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 7:30:00 AM - 8:30:00 AM","45297.1250000000","59 %","59.0000","4,822 MB","5055954261.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 8:30:00 AM - 9:30:00 AM","45297.1666666667","59 %","59.0000","4,822 MB","5055868928.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 9:30:00 AM - 10:30:00 AM","45297.2083333333","59 %","59.0000","4,811 MB","5044859562.6667","0 %","0.0000","100 %","0000010000"
"1/6/2024 10:30:00 AM - 11:30:00 AM","45297.2500000000","59 %","59.0000","4,816 MB","5050187776.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 11:30:00 AM - 12:30:00 PM","45297.2916666667","59 %","59.0000","4,816 MB","5049703765.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 12:30:00 PM - 1:30:00 PM","45297.3333333333","59 %","59.0000","4,822 MB","5055744000.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 1:30:00 PM - 2:30:00 PM","45297.3750000000","59 %","58.8333","4,810 MB","5043311274.6667","0 %","0.0000","100 %","0000010000"
"1/6/2024 2:30:00 PM - 3:30:00 PM","45297.4166666667","59 %","58.6667","4,801 MB","5034690560.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 3:30:00 PM - 4:30:00 PM","45297.4583333333","59 %","59.0000","4,811 MB","5044897109.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 4:30:00 PM - 5:30:00 PM","45297.5000000000","59 %","59.0000","4,810 MB","5043389781.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 5:30:00 PM - 6:30:00 PM","45297.5416666667","59 %","58.8333","4,801 MB","5033864533.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 6:30:00 PM - 7:30:00 PM","45297.5833333333","59 %","58.6667","4,803 MB","5036533760.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 7:30:00 PM - 8:30:00 PM","45297.6250000000","59 %","58.8333","4,799 MB","5032512853.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 8:30:00 PM - 9:30:00 PM","45297.6666666667","59 %","58.8333","4,804 MB","5037340672.0000","0 %","0.0000","100 %","0000010000"
"1/6/2024 9:30:00 PM - 10:30:00 PM","45297.7083333333","59 %","58.8333","4,801 MB","5033697962.6667","0 %","0.0000","100 %","0000010000"
"1/6/2024 10:30:00 PM - 11:30:00 PM","45297.7500000000","59 %","58.6667","4,795 MB","5027720533.3333","0 %","0.0000","100 %","0000010000"
"1/6/2024 11:30:00 PM - 12:30:00 AM","45297.7916666667","58 %","58.5000","4,770 MB","5001746432.0000","0 %","0.0000","100 %","0000010000"
"1/7/2024 12:30:00 AM - 1:30:00 AM","45297.8333333333","59 %","59.0000","4,809 MB","5042094080.0000","0 %","0.0000","100 %","0000010000"
"1/7/2024 1:30:00 AM - 2:30:00 AM","45297.8750000000","59 %","59.0000","4,806 MB","5039223466.6667","0 %","0.0000","100 %","0000010000"
"1/7/2024 2:30:00 AM - 3:30:00 AM","45297.9166666667","59 %","59.0000","4,810 MB","5043223893.3333","0 %","0.0000","100 %","0000010000"
"1/7/2024 3:30:00 AM - 4:30:00 AM","45297.9583333333","59 %","58.8333","4,810 MB","5043377493.3333","0 %","0.0000","100 %","0000010000"
"1/7/2024 4:30:00 AM - 5:30:00 AM","45298.0000000000","59 %","59.0000","4,827 MB","5061153450.6667","0 %","0.0000","100 %","0000010000"
"1/7/2024 5:30:00 AM - 6:30:00 AM","45298.0416666667","59 %","59.0000","4,825 MB","5059372373.3333","0 %","0.0000","100 %","0000010000"
