"Date Time","Date Time(RAW)","Percent Available Memory","Percent Available Memory(RAW)","Available Memory","Available Memory(RAW)","Downtime","Downtime(RAW)","Coverage","Coverage(RAW)"
"12/1/2023 12:30:00 AM - 1:30:00 AM","45260.8333333333","55 %","55.0000","4,512 MB","4730880682.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 1:30:00 AM - 2:30:00 AM","45260.8750000000","55 %","55.0000","4,511 MB","4730040320.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 2:30:00 AM - 3:30:00 AM","45260.9166666667","55 %","55.0000","4,509 MB","4728297062.4000","0 %","0.0000","100 %","0000010000"
"12/1/2023 3:30:00 AM - 4:30:00 AM","45260.9583333333","55 %","55.0000","4,494 MB","4712302299.4286","0 %","0.0000","100 %","0000010000"
"12/1/2023 4:30:00 AM - 5:30:00 AM","45261.0000000000","55 %","55.0000","4,510 MB","4728999253.3333","0 %","0.0000","100 %","0000010000"
"12/1/2023 5:30:00 AM - 6:30:00 AM","45261.0416666667","55 %","55.0000","4,505 MB","4723461324.8000","0 %","0.0000","100 %","0000010000"
"12/1/2023 6:30:00 AM - 7:30:00 AM","45261.0833333333","55 %","55.0000","4,500 MB","4718759936.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 7:30:00 AM - 8:30:00 AM","45261.1250000000","56 %","55.5000","4,541 MB","4762041002.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 8:30:00 AM - 9:30:00 AM","45261.1666666667","57 %","57.0000","4,648 MB","4873713664.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 9:30:00 AM - 10:30:00 AM","45261.2083333333","56 %","56.5000","4,622 MB","4846208341.3333","0 %","0.0000","100 %","0000010000"
"12/1/2023 10:30:00 AM - 11:30:00 AM","45261.2500000000","56 %","56.3333","4,610 MB","4833878698.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 11:30:00 AM - 12:30:00 PM","45261.2916666667","57 %","57.0000","4,637 MB","4862366378.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 12:30:00 PM - 1:30:00 PM","45261.3333333333","57 %","56.6667","4,638 MB","4863358293.3333","0 %","0.0000","100 %","0000010000"
"12/1/2023 1:30:00 PM - 2:30:00 PM","45261.3750000000","56 %","56.5000","4,621 MB","4845045760.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 2:30:00 PM - 3:30:00 PM","45261.4166666667","56 %","56.5000","4,627 MB","4851847850.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 3:30:00 PM - 4:30:00 PM","45261.4583333333","59 %","59.0000","4,817 MB","5051370837.3333","0 %","0.0000","100 %","0000010000"
"12/1/2023 4:30:00 PM - 5:30:00 PM","45261.5000000000","59 %","59.0000","4,811 MB","5044733952.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 5:30:00 PM - 6:30:00 PM","45261.5416666667","59 %","58.6667","4,812 MB","5045620736.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 6:30:00 PM - 7:30:00 PM","45261.5833333333","59 %","58.8333","4,829 MB","5063213738.6667","0 %","0.0000","100 %","0000010000"
"12/1/2023 7:30:00 PM - 8:30:00 PM","45261.6250000000","59 %","58.8000","4,841 MB","5076529971.2000","0 %","0.0000","100 %","0000010000"
"12/1/2023 8:30:00 PM - 9:30:00 PM","45261.6666666667","57 %","56.8333","4,659 MB","4885753173.3333","0 %","0.0000","100 %","0000010000"
"12/1/2023 9:30:00 PM - 10:30:00 PM","45261.7083333333","54 %","53.6667","4,398 MB","4612003840.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 10:30:00 PM - 11:30:00 PM","45261.7500000000","51 %","50.8333","4,170 MB","4372801536.0000","0 %","0.0000","100 %","0000010000"
"12/1/2023 11:30:00 PM - 12:30:00 AM","45261.7916666667","49 %","49.0000","4,007 MB","4202087082.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 12:30:00 AM - 1:30:00 AM","45261.8333333333","49 %","48.6667","4,017 MB","4211747498.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 1:30:00 AM - 2:30:00 AM","45261.8750000000","47 %","47.0000","3,863 MB","4050789717.3333","0 %","0.0000","100 %","0000010000"
"12/2/2023 2:30:00 AM - 3:30:00 AM","45261.9166666667","48 %","48.5000","3,972 MB","4164743168.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 3:30:00 AM - 4:30:00 AM","45261.9583333333","49 %","48.6667","3,981 MB","4174495744.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 4:30:00 AM - 5:30:00 AM","45262.0000000000","48 %","48.1667","3,954 MB","4145782784.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 5:30:00 AM - 6:30:00 AM","45262.0416666667","48 %","48.1667","3,950 MB","4141703850.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 6:30:00 AM - 7:30:00 AM","45262.0833333333","48 %","48.0000","3,954 MB","4146064822.8571","0 %","0.0000","100 %","0000010000"
"12/2/2023 7:30:00 AM - 8:30:00 AM","45262.1250000000","48 %","48.0000","3,945 MB","4136665088.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 8:30:00 AM - 9:30:00 AM","45262.1666666667","48 %","48.3333","3,969 MB","4161398784.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 9:30:00 AM - 10:30:00 AM","45262.2083333333","49 %","49.0000","4,030 MB","4226222762.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 10:30:00 AM - 11:30:00 AM","45262.2500000000","49 %","49.0000","4,026 MB","4221457066.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 11:30:00 AM - 12:30:00 PM","45262.2916666667","49 %","49.0000","4,025 MB","4220270592.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 12:30:00 PM - 1:30:00 PM","45262.3333333333","49 %","49.0000","4,029 MB","4224507904.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 1:30:00 PM - 2:30:00 PM","45262.3750000000","49 %","49.0000","4,025 MB","4220768938.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 2:30:00 PM - 3:30:00 PM","45262.4166666667","49 %","49.3333","4,050 MB","4246497280.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 3:30:00 PM - 4:30:00 PM","45262.4583333333","50 %","50.0000","4,103 MB","4302133930.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 4:30:00 PM - 5:30:00 PM","45262.5000000000","50 %","50.0000","4,093 MB","4291927381.3333","0 %","0.0000","100 %","0000010000"
"12/2/2023 5:30:00 PM - 6:30:00 PM","45262.5416666667","50 %","50.0000","4,092 MB","4290824192.0000","0 %","0.0000","100 %","0000010000"
"12/2/2023 6:30:00 PM - 7:30:00 PM","45262.5833333333","50 %","50.0000","4,091 MB","4289396053.3333","0 %","0.0000","100 %","0000010000"
"12/2/2023 7:30:00 PM - 8:30:00 PM","45262.6250000000","50 %","50.0000","4,087 MB","4285414058.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 8:30:00 PM - 9:30:00 PM","45262.6666666667","51 %","50.6667","4,141 MB","4342584661.3333","0 %","0.0000","100 %","0000010000"
"12/2/2023 9:30:00 PM - 10:30:00 PM","45262.7083333333","51 %","51.0000","4,176 MB","4379016533.3333","0 %","0.0000","100 %","0000010000"
"12/2/2023 10:30:00 PM - 11:30:00 PM","45262.7500000000","51 %","51.0000","4,172 MB","4374135466.6667","0 %","0.0000","100 %","0000010000"
"12/2/2023 11:30:00 PM - 12:30:00 AM","45262.7916666667","51 %","51.0000","4,163 MB","4365619882.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 12:30:00 AM - 1:30:00 AM","45262.8333333333","51 %","51.0000","4,167 MB","4369218901.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 1:30:00 AM - 2:30:00 AM","45262.8750000000","52 %","51.6667","4,227 MB","4432529408.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 2:30:00 AM - 3:30:00 AM","45262.9166666667","52 %","52.0000","4,256 MB","4462732629.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 3:30:00 AM - 4:30:00 AM","45262.9583333333","52 %","52.0000","4,255 MB","4461671082.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 4:30:00 AM - 5:30:00 AM","45263.0000000000","52 %","52.0000","4,257 MB","4463621461.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 5:30:00 AM - 6:30:00 AM","45263.0416666667","52 %","52.0000","4,264 MB","4471216810.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 6:30:00 AM - 7:30:00 AM","45263.0833333333","52 %","52.0000","4,250 MB","4456415232.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 7:30:00 AM - 8:30:00 AM","45263.1250000000","52 %","52.0000","4,256 MB","4462982485.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 8:30:00 AM - 9:30:00 AM","45263.1666666667","52 %","52.0000","4,255 MB","4462068394.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 9:30:00 AM - 10:30:00 AM","45263.2083333333","53 %","52.6667","4,312 MB","4520963413.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 10:30:00 AM - 11:30:00 AM","45263.2500000000","54 %","53.8333","4,409 MB","4622909440.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 11:30:00 AM - 12:30:00 PM","45263.2916666667","54 %","53.8333","4,406 MB","4619593728.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 12:30:00 PM - 1:30:00 PM","45263.3333333333","54 %","53.8333","4,402 MB","4615675221.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 1:30:00 PM - 2:30:00 PM","45263.3750000000","54 %","53.8333","4,400 MB","4613381461.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 2:30:00 PM - 3:30:00 PM","45263.4166666667","54 %","54.1667","4,415 MB","4629446656.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 3:30:00 PM - 4:30:00 PM","45263.4583333333","55 %","55.0000","4,498 MB","4716217685.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 4:30:00 PM - 5:30:00 PM","45263.5000000000","55 %","55.0000","4,492 MB","4709728256.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 5:30:00 PM - 6:30:00 PM","45263.5416666667","55 %","54.8333","4,483 MB","4701092522.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 6:30:00 PM - 7:30:00 PM","45263.5833333333","54 %","54.3333","4,454 MB","4670089898.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 7:30:00 PM - 8:30:00 PM","45263.6250000000","54 %","54.5000","4,457 MB","4673318229.3333","0 %","0.0000","100 %","0000010000"
"12/3/2023 8:30:00 PM - 9:30:00 PM","45263.6666666667","54 %","54.3333","4,459 MB","4675602432.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 9:30:00 PM - 10:30:00 PM","45263.7083333333","54 %","54.0000","4,456 MB","4672436906.6667","0 %","0.0000","100 %","0000010000"
"12/3/2023 10:30:00 PM - 11:30:00 PM","45263.7500000000","54 %","54.1667","4,450 MB","4666048512.0000","0 %","0.0000","100 %","0000010000"
"12/3/2023 11:30:00 PM - 12:30:00 AM","45263.7916666667","55 %","54.8333","4,509 MB","4728457898.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 12:30:00 AM - 1:30:00 AM","45263.8333333333","57 %","57.0000","4,651 MB","4877428053.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 1:30:00 AM - 2:30:00 AM","45263.8750000000","57 %","57.0000","4,650 MB","4875896832.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 2:30:00 AM - 3:30:00 AM","45263.9166666667","57 %","56.8333","4,636 MB","4861050880.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 3:30:00 AM - 4:30:00 AM","45263.9583333333","56 %","56.5000","4,630 MB","4854495914.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 4:30:00 AM - 5:30:00 AM","45264.0000000000","56 %","56.4000","4,628 MB","4852411596.8000","0 %","0.0000","100 %","0000010000"
"12/4/2023 5:30:00 AM - 6:30:00 AM","45264.0416666667","57 %","56.6667","4,631 MB","4855620266.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 6:30:00 AM - 7:30:00 AM","45264.0833333333","56 %","56.3333","4,623 MB","4847550464.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 7:30:00 AM - 8:30:00 AM","45264.1250000000","57 %","56.6667","4,647 MB","4872417962.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 8:30:00 AM - 9:30:00 AM","45264.1666666667","58 %","58.0000","4,758 MB","4989000362.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 9:30:00 AM - 10:30:00 AM","45264.2083333333","58 %","57.8333","4,749 MB","4979226624.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 10:30:00 AM - 11:30:00 AM","45264.2500000000","58 %","57.8333","4,750 MB","4981060949.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 11:30:00 AM - 12:30:00 PM","45264.2916666667","58 %","57.6667","4,718 MB","4947583658.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 12:30:00 PM - 1:30:00 PM","45264.3333333333","57 %","57.3333","4,726 MB","4955930624.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 1:30:00 PM - 2:30:00 PM","45264.3750000000","58 %","58.0000","4,760 MB","4991222442.6667","0 %","0.0000","100 %","0000010000"
"12/4/2023 2:30:00 PM - 3:30:00 PM","45264.4166666667","58 %","58.0000","4,754 MB","4984436736.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 3:30:00 PM - 4:30:00 PM","45264.4583333333","61 %","60.8333","4,965 MB","5206127957.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 4:30:00 PM - 5:30:00 PM","45264.5000000000","60 %","60.3333","4,945 MB","5185101824.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 5:30:00 PM - 6:30:00 PM","45264.5416666667","60 %","60.3333","4,952 MB","5192602965.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 6:30:00 PM - 7:30:00 PM","45264.5833333333","61 %","60.6667","4,970 MB","5211931989.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 7:30:00 PM - 8:30:00 PM","45264.6250000000","61 %","61.1667","4,999 MB","5241794560.0000","0 %","0.0000","100 %","0000010000"
"12/4/2023 8:30:00 PM - 9:30:00 PM","45264.6666666667","62 %","61.6667","5,052 MB","5297626453.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 9:30:00 PM - 10:30:00 PM","45264.7083333333","62 %","62.0000","5,072 MB","5318798677.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 10:30:00 PM - 11:30:00 PM","45264.7500000000","62 %","62.0000","5,077 MB","5323191637.3333","0 %","0.0000","100 %","0000010000"
"12/4/2023 11:30:00 PM - 12:30:00 AM","45264.7916666667","63 %","62.8333","5,136 MB","5385450837.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 12:30:00 AM - 1:30:00 AM","45264.8333333333","63 %","63.0000","5,151 MB","5401200640.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 1:30:00 AM - 2:30:00 AM","45264.8750000000","63 %","63.0000","5,148 MB","5398308864.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 2:30:00 AM - 3:30:00 AM","45264.9166666667","63 %","63.0000","5,151 MB","5400750080.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 3:30:00 AM - 4:30:00 AM","45264.9583333333","63 %","63.0000","5,137 MB","5386764288.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 4:30:00 AM - 5:30:00 AM","45265.0000000000","63 %","63.0000","5,145 MB","5395447125.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 5:30:00 AM - 6:30:00 AM","45265.0416666667","63 %","63.0000","5,142 MB","5391962112.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 6:30:00 AM - 7:30:00 AM","45265.0833333333","63 %","62.8333","5,139 MB","5388515328.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 7:30:00 AM - 8:30:00 AM","45265.1250000000","63 %","63.0000","5,140 MB","5390168746.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 8:30:00 AM - 9:30:00 AM","45265.1666666667","63 %","62.8333","5,137 MB","5387024384.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 9:30:00 AM - 10:30:00 AM","45265.2083333333","63 %","62.8333","5,139 MB","5388470954.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 10:30:00 AM - 11:30:00 AM","45265.2500000000","63 %","62.6667","5,132 MB","5381281792.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 11:30:00 AM - 12:30:00 PM","45265.2916666667","62 %","62.3333","5,109 MB","5357262848.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 12:30:00 PM - 1:30:00 PM","45265.3333333333","62 %","62.3333","5,095 MB","5342541141.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 1:30:00 PM - 2:30:00 PM","45265.3750000000","63 %","63.0000","5,153 MB","5403161258.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 2:30:00 PM - 3:30:00 PM","45265.4166666667","63 %","63.0000","5,194 MB","5445975381.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 3:30:00 PM - 4:30:00 PM","45265.4583333333","63 %","63.1667","5,192 MB","5444590933.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 4:30:00 PM - 5:30:00 PM","45265.5000000000","63 %","63.3333","5,173 MB","5424213333.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 5:30:00 PM - 6:30:00 PM","45265.5416666667","63 %","63.0000","5,145 MB","5394882560.0000","0 %","0.0000","100 %","0000010000"
"12/5/2023 6:30:00 PM - 7:30:00 PM","45265.5833333333","63 %","63.0000","5,149 MB","5399300778.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 7:30:00 PM - 8:30:00 PM","45265.6250000000","63 %","63.1667","5,191 MB","5442814634.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 8:30:00 PM - 9:30:00 PM","45265.6666666667","63 %","63.0000","5,187 MB","5438988970.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 9:30:00 PM - 10:30:00 PM","45265.7083333333","63 %","63.0000","5,165 MB","5416080042.6667","0 %","0.0000","100 %","0000010000"
"12/5/2023 10:30:00 PM - 11:30:00 PM","45265.7500000000","63 %","63.0000","5,172 MB","5423277397.3333","0 %","0.0000","100 %","0000010000"
"12/5/2023 11:30:00 PM - 12:30:00 AM","45265.7916666667","63 %","63.1667","5,176 MB","5426966528.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 12:30:00 AM - 1:30:00 AM","45265.8333333333","63 %","63.0000","5,189 MB","5440593920.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 1:30:00 AM - 2:30:00 AM","45265.8750000000","63 %","63.1667","5,190 MB","5442143573.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 2:30:00 AM - 3:30:00 AM","45265.9166666667","63 %","63.0000","5,179 MB","5431044778.6667","0 %","0.0000","100 %","0000010000"
"12/6/2023 3:30:00 AM - 4:30:00 AM","45265.9583333333","63 %","63.0000","5,154 MB","5404416000.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 4:30:00 AM - 5:30:00 AM","45266.0000000000","63 %","63.0000","5,168 MB","5418869418.6667","0 %","0.0000","100 %","0000010000"
"12/6/2023 5:30:00 AM - 6:30:00 AM","45266.0416666667","63 %","63.0000","5,161 MB","5411190784.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 6:30:00 AM - 7:30:00 AM","45266.0833333333","63 %","63.0000","5,149 MB","5398880938.6667","0 %","0.0000","100 %","0000010000"
"12/6/2023 7:30:00 AM - 8:30:00 AM","45266.1250000000","63 %","63.0000","5,152 MB","5402084010.6667","0 %","0.0000","100 %","0000010000"
"12/6/2023 8:30:00 AM - 9:30:00 AM","45266.1666666667","63 %","63.0000","5,152 MB","5402286080.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 9:30:00 AM - 10:30:00 AM","45266.2083333333","63 %","63.0000","5,167 MB","5418456405.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 10:30:00 AM - 11:30:00 AM","45266.2500000000","63 %","62.8333","5,152 MB","5402283349.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 11:30:00 AM - 12:30:00 PM","45266.2916666667","62 %","62.1667","5,113 MB","5361139029.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 12:30:00 PM - 1:30:00 PM","45266.3333333333","62 %","62.5000","5,133 MB","5382287360.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 1:30:00 PM - 2:30:00 PM","45266.3750000000","63 %","62.6667","5,128 MB","5376957781.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 2:30:00 PM - 3:30:00 PM","45266.4166666667","64 %","63.5000","5,185 MB","5437329408.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 3:30:00 PM - 4:30:00 PM","45266.4583333333","64 %","63.5000","5,186 MB","5438250325.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 4:30:00 PM - 5:30:00 PM","45266.5000000000","63 %","63.3333","5,174 MB","5425006592.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 5:30:00 PM - 6:30:00 PM","45266.5416666667","63 %","63.3333","5,181 MB","5432296789.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 6:30:00 PM - 7:30:00 PM","45266.5833333333","63 %","63.1667","5,176 MB","5427631445.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 7:30:00 PM - 8:30:00 PM","45266.6250000000","64 %","63.5000","5,202 MB","5455164757.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 8:30:00 PM - 9:30:00 PM","45266.6666666667","63 %","63.1667","5,175 MB","5426278400.0000","0 %","0.0000","100 %","0000010000"
"12/6/2023 9:30:00 PM - 10:30:00 PM","45266.7083333333","64 %","63.5000","5,199 MB","5452012202.6667","0 %","0.0000","100 %","0000010000"
"12/6/2023 10:30:00 PM - 11:30:00 PM","45266.7500000000","64 %","63.5000","5,207 MB","5459475797.3333","0 %","0.0000","100 %","0000010000"
"12/6/2023 11:30:00 PM - 12:30:00 AM","45266.7916666667","64 %","63.6667","5,202 MB","5454521002.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 12:30:00 AM - 1:30:00 AM","45266.8333333333","64 %","63.6667","5,207 MB","5460354389.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 1:30:00 AM - 2:30:00 AM","45266.8750000000","64 %","63.8333","5,215 MB","5468250794.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 2:30:00 AM - 3:30:00 AM","45266.9166666667","64 %","63.6667","5,206 MB","5459264170.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 3:30:00 AM - 4:30:00 AM","45266.9583333333","63 %","63.3333","5,194 MB","5446048426.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 4:30:00 AM - 5:30:00 AM","45267.0000000000","64 %","63.8333","5,204 MB","5456571050.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 5:30:00 AM - 6:30:00 AM","45267.0416666667","63 %","63.1667","5,187 MB","5439462058.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 6:30:00 AM - 7:30:00 AM","45267.0833333333","63 %","63.3333","5,199 MB","5451246250.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 7:30:00 AM - 8:30:00 AM","45267.1250000000","63 %","63.1667","5,199 MB","5451291306.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 8:30:00 AM - 9:30:00 AM","45267.1666666667","63 %","63.3333","5,196 MB","5448308736.0000","0 %","0.0000","100 %","0000010000"
"12/7/2023 9:30:00 AM - 10:30:00 AM","45267.2083333333","63 %","63.3333","5,201 MB","5453309269.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 10:30:00 AM - 11:30:00 AM","45267.2500000000","63 %","63.3333","5,201 MB","5454013098.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 11:30:00 AM - 12:30:00 PM","45267.2916666667","63 %","63.1667","5,178 MB","5429856256.0000","0 %","0.0000","100 %","0000010000"
"12/7/2023 12:30:00 PM - 1:30:00 PM","45267.3333333333","63 %","63.1667","5,166 MB","5416564053.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 1:30:00 PM - 2:30:00 PM","45267.3750000000","64 %","63.5000","5,210 MB","5462975146.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 2:30:00 PM - 3:30:00 PM","45267.4166666667","64 %","63.8333","5,237 MB","5490881877.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 3:30:00 PM - 4:30:00 PM","45267.4583333333","64 %","64.0000","5,228 MB","5482473472.0000","0 %","0.0000","100 %","0000010000"
"12/7/2023 4:30:00 PM - 5:30:00 PM","45267.5000000000","64 %","64.0000","5,253 MB","5508567722.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 5:30:00 PM - 6:30:00 PM","45267.5416666667","63 %","63.1667","5,195 MB","5447707989.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 6:30:00 PM - 7:30:00 PM","45267.5833333333","64 %","63.6667","5,227 MB","5480742229.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 7:30:00 PM - 8:30:00 PM","45267.6250000000","64 %","64.0000","5,245 MB","5499704661.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 8:30:00 PM - 9:30:00 PM","45267.6666666667","64 %","63.6667","5,233 MB","5487545002.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 9:30:00 PM - 10:30:00 PM","45267.7083333333","64 %","63.6667","5,219 MB","5472488789.3333","0 %","0.0000","100 %","0000010000"
"12/7/2023 10:30:00 PM - 11:30:00 PM","45267.7500000000","64 %","64.0000","5,246 MB","5501231786.6667","0 %","0.0000","100 %","0000010000"
"12/7/2023 11:30:00 PM - 12:30:00 AM","45267.7916666667","64 %","64.0000","5,248 MB","5503216981.3333","0 %","0.0000","100 %","0000010000"
"12/8/2023 12:30:00 AM - 1:30:00 AM","45267.8333333333","64 %","64.0000","5,250 MB","5505469098.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 1:30:00 AM - 2:30:00 AM","45267.8750000000","64 %","64.0000","5,244 MB","5498735957.3333","0 %","0.0000","100 %","0000010000"
"12/8/2023 2:30:00 AM - 3:30:00 AM","45267.9166666667","64 %","64.0000","5,229 MB","5482570410.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 3:30:00 AM - 4:30:00 AM","45267.9583333333","64 %","63.8333","5,212 MB","5465660757.3333","0 %","0.0000","100 %","0000010000"
"12/8/2023 4:30:00 AM - 5:30:00 AM","45268.0000000000","64 %","63.8333","5,218 MB","5471133696.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 5:30:00 AM - 6:30:00 AM","45268.0416666667","64 %","63.6667","5,211 MB","5463884458.6667","0 %","0.0000","100 %","0000010000"
"12/8/2023 6:30:00 AM - 7:30:00 AM","45268.0833333333","64 %","63.6667","5,214 MB","5467682816.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 7:30:00 AM - 8:30:00 AM","45268.1250000000","64 %","63.8333","5,211 MB","5463693312.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 8:30:00 AM - 9:30:00 AM","45268.1666666667","64 %","63.6667","5,209 MB","5462022144.0000","0 %","0.0000","100 %","0000010000"
"12/8/2023 9:30:00 AM - 10:30:00 AM","45268.2083333333","64 %","63.6667","5,202 MB","5454887594.6667","0 %","0.0000","100 %","0000010000"
